brand_name,model_name,year,megapixels,sensor_size,model_url,model_image_url,model_image_base64
Canon,Canon EOS 850D,2020,24.10,22.3 x 14.9 mm,specs/canon_eos-850d/,images/cameras/canon_eos-850d.jpg,
Canon,Canon EOS-1D X Mark III,2020,20.10,36 x 24 mm,specs/canon_eos-1d-x-mark-iii/,images/cameras/canon_1d-x-mark-iii.jpg,
Canon,Canon EOS M200,2019,24.10,22.3 x 14.9 mm,specs/canon_eos-m200/,images/cameras/canon_eos-m200.jpg,
Canon,Canon EOS 90D,2019,32.50,22.3 x 14.9 mm,specs/canon_eos-90d/,images/cameras/canon_eos-90d.jpg,
Canon,Canon EOS M6 Mark II,2019,32.50,22.3 x 14.9 mm,specs/canon_eos-m6-mark-ii/,images/cameras/canon_eos-m6-mark-ii.jpg,
Canon,Canon PowerShot G7 X Mark III,2019,20.10,13.2 x 8.8 mm,specs/canon_powershot-g7-x-mark-iii/,images/cameras/canon_g7x-mark-iii.jpg,
Canon,Canon PowerShot G5 X Mark II,2019,20.10,13.2 x 8.8 mm,specs/canon_powershot-g5-x-mark-ii/,images/cameras/canon_g5x-mark-ii.jpg,
Canon,Canon EOS 250D,2019,24.10,22.3 x 14.9 mm,specs/canon_eos-250d/,images/cameras/canon_eos-rebel-sl3.jpg,
Canon,Canon EOS RP,2019,26.20,35.9 x 24 mm,specs/canon_eos-rp/,images/cameras/canon_eos-rp.jpg,
Canon,Canon PowerShot SX70 HS,2018,20.30,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-sx70-hs/,images/cameras/canon_sx70.jpg,
Canon,Canon EOS R,2018,30.30,36 x 24 mm,specs/canon_eos-r/,images/cameras/canon_eos-r.jpg,
Canon,Canon PowerShot SX740 HS,2018,20.30,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-sx740-hs/,images/cameras/canon_sx740-hs.jpg,
Canon,Canon EOS M50,2018,24.10,22.3 x 14.9 mm,specs/canon_eos-m50/,images/cameras/canon_eos-m50.jpg,
Canon,Canon EOS Rebel T7,2018,24.10,22.3 x 14.9 mm,specs/canon_eos-rebel-t7/,images/cameras/canon_rebel-t7.jpg,
Canon,Canon EOS 4000D,2018,18.00,22.3 x 14.9 mm,specs/canon_eos-4000d/,images/cameras/canon_eos-4000d.jpg,
Canon,Canon PowerShot G1 X Mark III,2017,24.20,22.3 x 14.9 mm,specs/canon_powershot-g1-x-mark-iii/,images/cameras/canon_g1x-mark-iii.png,
Canon,Canon EOS M100,2017,24.20,22.3 x 14.9 mm,specs/canon_eos-m100/,images/cameras/canon_m100.jpg,
Canon,Canon EOS 6D Mark II,2017,26.20,35.9 x 24 mm,specs/canon_eos-6d-mark-ii/,images/cameras/canon_6d-mark-ii.jpg,
Canon,Canon EOS Rebel SL2,2017,24.20,22.3 x 14.9 mm,specs/canon_eos-rebel-sl2/,images/cameras/canon_eos-200d.jpg,
Canon,Canon PowerShot SX730 HS,2017,20.30,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-sx730-hs/,images/cameras/canon_sx-730-hs.jpg,
Canon,Canon EOS Rebel T7i,2017,24.20,22.3 x 14.9 mm,specs/canon_eos-rebel-t7i/,images/cameras/canon_rebel-t7i.jpg,
Canon,Canon EOS 77D,2017,24.20,22.3 x 14.9 mm,specs/canon_eos-77d/,images/cameras/canon_77d.jpg,
Canon,Canon EOS M6,2017,24.20,22.3 x 14.9 mm,specs/canon_eos-m6/,images/cameras/canon_m6.jpg,
Canon,Canon PowerShot G9 X Mark II,2017,20.20,13.2 x 8.8 mm,specs/canon_powershot-g9-x-mark-ii/,images/cameras/canon_g9-x.jpg,
Canon,Canon EOS M5,2016,24.20,22.3 x 14.9 mm,specs/canon_eos-m5/,images/cameras/canon_m5.jpg,
Canon,Canon EOS 5D Mark IV,2016,30.10,36 x 24 mm,specs/canon_eos-5d-mark-iv/,images/cameras/canon_eos-5d-iv.jpg,
Canon,Canon PowerShot SX620 HS,2016,20.20,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-sx620-hs/,images/cameras/powershot-sx620-hs.jpg,
Canon,Canon EOS 1300D,2016,18.00,22.3 x 14.9 mm,specs/canon_eos-1300d/,images/cameras/canon_1300d.png,
Canon,Canon PowerShot G7 X Mark II,2016,20.10,13.2 x 8.8 mm,specs/canon_powershot-g7-x-mark-ii/,images/cameras/canon_g7-x-markii.png,
Canon,Canon PowerShot SX720 HS,2016,20.30,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-sx720-hs/,images/cameras/canon_sx720-hs.png,
Canon,Canon EOS 80D,2016,24.20,22.5 x 15 mm,specs/canon_eos-80d/,images/cameras/canon_80d.png,
Canon,Canon EOS-1D X Mark II,2016,20.20,36 x 24 mm,specs/canon_eos-1d-x-mark-ii/,images/cameras/canon_1d-x-mark2.png,
Canon,Canon PowerShot ELPH 360 HS,2016,20.20,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-elph-360-hs/,images/cameras/canon_elph-360-hs.png,
Canon,Canon PowerShot ELPH 190 IS,2016,20.00,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-elph-190-is/,images/cameras/canon_elph-190-is.png,
Canon,Canon PowerShot ELPH 180,2016,20.00,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-elph-180/,images/cameras/canon_ixus-175.png,
Canon,Canon PowerShot SX540 HS,2016,20.30,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-sx540-hs/,images/cameras/canon_sx540-hs.png,
Canon,Canon PowerShot SX420 IS,2016,20.00,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-sx420-is/,images/cameras/canon_sx420-is.png,
Canon,Canon EOS M10,2015,18.00,22.3 x 14.9 mm,specs/canon_eos-m10/,images/cameras/canon_eos-m10.png,
Canon,Canon PowerShot G5 X,2015,20.20,13.2 x 8.8 mm,specs/canon_powershot-g5-x/,images/cameras/canon_powershot-g5x.png,
Canon,Canon PowerShot G9 X,2015,20.20,13.2 x 8.8 mm,specs/canon_powershot-g9-x/,images/cameras/canon_powershot-g9x.png,
Canon,Canon PowerShot G3 X,2015,20.20,13.2 x 8.8 mm,specs/canon_powershot-g3-x/,images/cameras/canon_powershot-g3-x.png,
Canon,Canon EOS M3,2015,24.20,22.3 x 14.9 mm,specs/canon_eos-m3/,images/cameras/canon_eos-m3.png,
Canon,Canon EOS Rebel T6s,2015,24.20,22.3 x 14.9 mm,specs/canon_eos-rebel-t6s/,images/cameras/canon_eos-rebel-t6s.png,
Canon,Canon EOS Rebel T6i,2015,24.20,22.3 x 14.9 mm,specs/canon_eos-rebel-t6i/,images/cameras/canon_eos-rebel-t6i.png,
Canon,Canon EOS 5DS R,2015,50.60,36 x 24 mm,specs/canon_eos-5ds-r/,images/cameras/canon_eos-5ds-r.png,
Canon,Canon EOS 5DS,2015,50.60,36 x 24 mm,specs/canon_eos-5ds/,images/cameras/canon_eos-5ds.png,
Canon,Canon PowerShot ELPH 350 HS,2015,20.20,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-elph-350-hs/,images/cameras/canon_elph-350-hs.png,
Canon,Canon PowerShot SX410 IS,2015,20.00,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-sx410-is/,images/cameras/canon_sx410-is.png,
Canon,Canon PowerShot SX710 HS,2015,20.30,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-sx710-hs/,images/cameras/canon_sx710-hs.png,
Canon,Canon PowerShot SX610 HS,2015,20.20,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-sx610-hs/,images/cameras/canon_sx610-hs.png,
Canon,Canon PowerShot SX530 HS,2015,16.00,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-sx530-hs/,images/cameras/canon_530-hs.png,
Canon,Canon PowerShot ELPH 170 IS,2015,20.00,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_elph-170-is/,images/cameras/canon_elph-170-is.png,
Canon,Canon PowerShot ELPH 160,2015,20.00,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_elph-160/,images/cameras/canon_elph-160.png,
Canon,Canon IXUS 165,2015,20.00,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_ixus-165/,images/cameras/canon_ixus-165.png,
Canon,Canon EOS 7D Mark II,2014,20.20,22.4 x 15 mm,specs/canon_eos-7d-mark-ii/,images/cameras/canon_eos-7d-mark2.png,
Canon,Canon PowerShot G7 X,2014,20.20,13.2 x 8.8 mm,specs/canon_powershot-g7-x/,images/cameras/canon_g7-x.png,
Canon,Canon PowerShot SX60 HS,2014,16.10,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-sx60-hs/,images/cameras/canon_sx60-hs.png,
Canon,Canon PowerShot N2,2014,16.10,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-n2/,images/cameras/canon_n2.png,
Canon,Canon PowerShot SX520 HS,2014,16.00,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-sx520-hs/,images/cameras/canon_sx520-hs.png,
Canon,Canon PowerShot SX400 IS,2014,16.00,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-sx400-is/,images/cameras/canon_sx400-is.png,
Canon,Canon PowerShot S200,2014,10.10,"1/1.7"" (~ 7.53 x 5.64 mm)",specs/canon_s200/,images/cameras/canon_powershot-s200.png,
Canon,Canon PowerShot ELPH 150 IS,2014,20.00,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_elph-150-is/,images/cameras/canon_elph-150-is.png,
Canon,Canon PowerShot ELPH 140 IS,2014,16.00,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_elph-140-is/,images/cameras/canon_elph-140-is.png,
Canon,Canon PowerShot ELPH 135,2014,16.00,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_elph-135/,images/cameras/canon_elph-135.png,
Canon,Canon PowerShot G1 X Mark II,2014,12.80,"1.5"" (~ 18.7 x 14 mm)",specs/canon_powershot-g1-x-mark-ii/,images/cameras/canon_g1-x-mark2.png,
Canon,Canon PowerShot D30,2014,12.10,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-d30/,images/cameras/canon_d30.png,
Canon,Canon PowerShot SX700 HS,2014,16.10,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-sx700-hs/,images/cameras/canon_sx700-hs.png,
Canon,Canon EOS Rebel T5,2014,18.00,22.3 x 14.9 mm,specs/canon_eos-rebel-t5/,images/cameras/canon_rebel-t5.png,
Canon,Canon PowerShot N100,2014,12.10,"1/1.7"" (~ 7.53 x 5.64 mm)",specs/canon_powershot-n100/,images/cameras/canon_n100.png,
Canon,Canon PowerShot SX600 HS,2014,16.00,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-sx600-hs/,images/cameras/canon_sx600hs.png,
Canon,Canon PowerShot ELPH 340 HS,2014,16.00,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-elph-340-hs/,images/cameras/canon_elph-340-hs.png,
Canon,Canon PowerShot SX510 HS,2013,12.10,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-sx510-hs/,images/cameras/canon_sx510-hs.png,
Canon,Canon PowerShot SX170 IS,2013,16.00,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-sx170-is/,images/cameras/canon_sx170-is.png,
Canon,Canon PowerShot G16,2013,12.10,"1/1.7"" (~ 7.53 x 5.64 mm)",specs/canon_powershot-g16/,images/cameras/canon-g16.png,
Canon,Canon PowerShot S120,2013,12.10,"1/1.7"" (~ 7.53 x 5.64 mm)",specs/canon_powershot-s120/,images/cameras/canon_s120.png,
Canon,Canon EOS 70D,2013,20.20,22.5 x 15 mm,specs/canon_eos-70d/,images/cameras/canon_eos-7d.png,
Canon,Canon EOS Rebel SL1,2013,18.00,22.3 x 14.9 mm,specs/canon_eos-rebel-sl1/,images/cameras/canon_eos-rebel-sl1.png,
Canon,Canon EOS Rebel T5i,2013,18.00,22.3 x 14.9 mm,specs/canon_eos-rebel-t5i/,images/cameras/canon_eos-rebel-t5i.png,
Canon,Canon PowerShot SX280 HS,2013,12.10,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-sx280-hs/,images/cameras/canon_sx280-hs.png,
Canon,Canon PowerShot SX270 HS,2013,12.10,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-sx270-hs/,images/cameras/canon_sx270-hs.png,
Canon,Canon PowerShot ELPH 330 HS,2013,12.10,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-elph-330-hs/,images/cameras/canon_330hs.png,
Canon,Canon PowerShot ELPH 115 IS,2013,16.00,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-elph-115-is/,images/cameras/canon_elph115.png,
Canon,Canon PowerShot A2500,2013,16.00,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-a2500/,images/cameras/canon_a2500.png,
Canon,Canon PowerShot A3500 IS,2013,16.00,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-a3500/,images/cameras/canon_a3500.png,
Canon,Canon PowerShot A2600,2013,16.00,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-a2600/,images/cameras/canon_a2600.png,
Canon,Canon PowerShot ELPH 130 IS,2013,16.00,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-elph-130-is/,images/cameras/canon_elph_130.png,
Canon,Canon PowerShot A1400,2013,16.00,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-a1400/,images/cameras/canon_powershot_a1400.png,
Canon,Canon PowerShot N,2013,12.10,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-n/,images/cameras/canon_powershot_n.png,
Canon,Canon EOS 6D,2012,20.20,35.8 x 23.9 mm,specs/canon_eos-6d/,images/cameras/canon_eos_6d.png,
Canon,Canon PowerShot G15,2012,12.10,"1/1.7"" (~ 7.53 x 5.64 mm)",specs/canon_powershot-g15/,images/cameras/canon_powershot_g15.png,
Canon,Canon PowerShot SX50 HS,2012,12.10,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-sx50-hs/,images/cameras/canon_sx50_hs.png,
Canon,Canon PowerShot SX160 IS,2012,16.00,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-sx160-is/,images/cameras/canon_sx160_is.png,
Canon,Canon PowerShot SX500 IS,2012,16.00,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-sx500-is/,images/cameras/canon_sx500_is.png,
Canon,Canon EOS M,2012,18.00,22.3 x 14.9 mm,specs/canon_eos-m/,images/cameras/canon_eos_m.png,
Canon,Canon PowerShot ELPH 120 IS,2013,16.00,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_elph-120-is/,images/cameras/canon-ixus-135.png,
Canon,Canon PowerShot A2300,2012,16.10,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-a2300/,images/cameras/canon_powershot_a2300.png,
Canon,Canon EOS Rebel T4i,2012,18.00,22.3 x 14.9 mm,specs/canon_eos-rebel-t4i/,images/cameras/canon_eos_rebel_4ti.png,
Canon,Canon PowerShot ELPH 520 HS,2012,10.10,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-elph-520-hs/,images/cameras/canon_powershot_elph_520_hs.png,
Canon,Canon PowerShot SX260 HS,2012,12.10,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-sx260-hs/,images/cameras/canon_powershot_sx260_hs.png,
Canon,Canon PowerShot S110,2012,12.10,"1/1.7"" (~ 7.53 x 5.64 mm)",specs/canon_powershot-s110/,images/cameras/canon_powershot_s110.png,
Canon,Canon PowerShot A1300,2012,16.10,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-a1300/,images/cameras/canon_powershot_a1300.png,
Canon,Canon EOS-1D C,2012,18.10,36 x 24 mm,specs/canon_eos-1d-c/,images/cameras/canon_eos_1d_c.png,
Canon,Canon PowerShot G1 X,2012,14.30,"1.5"" (~ 18.7 x 14 mm)",specs/canon_powershot-g1-x/,images/cameras/canon_powershot_g1_x.png,
Canon,Canon PowerShot A4000 IS,2012,16.10,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-a4000-is/,images/cameras/canon_powershot_a4000_is.png,
Canon,Canon PowerShot A810,2012,16.10,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-a810/,images/cameras/canon_powershot_a810.png,
Canon,Canon EOS 60Da,2012,18.00,22.3 x 14.9 mm,specs/canon_eos-60da/,images/cameras/canon_eos_60da.png,
Canon,Canon PowerShot A3400 IS,2012,16.10,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-a3400-is/,images/cameras/canon_powershot_a3400_is.png,
Canon,Canon PowerShot SX240 HS,2012,12.10,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-sx240-hs/,images/cameras/canon_powershot_sx240_hs.png,
Canon,Canon PowerShot Elph 530 HS,2012,10.10,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-elph-530-hs/,images/cameras/canon_powershot_elph_530_hs.png,
Canon,Canon EOS 5D Mark III,2012,22.30,36 x 24 mm,specs/canon_eos-5d-mark-iii/,images/cameras/canon_eos_5d_mark_iii.png,
Canon,Canon PowerShot A2400 IS,2012,16.10,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-a2400-is/,images/cameras/canon_powershot_a2400_is.png,
Canon,Canon PowerShot ELPH 110 HS,2012,16.10,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-elph-110-hs/,images/cameras/canon_powershot_elph_110_hs.png,
Canon,Canon PowerShot ELPH 320 HS,2012,16.10,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-elph-320-hs/,images/cameras/canon_powershot_elph_320_hs.png,
Canon,Canon PowerShot D20,2012,12.10,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-d20/,images/cameras/canon_powershot_d20.png,
Canon,Canon PowerShot ELPH 500 HS,2011,12.10,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-elph-500-hs/,images/cameras/canon_ixus_310_hs.png,
Canon,Canon PowerShot A3300 IS,2011,16.00,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-a3300-is/,images/cameras/canon_powershot_a3300_is.png,
Canon,Canon EOS-1D X,2011,18.10,36 x 24 mm,specs/canon_eos-1d-x/,images/cameras/canon_eos_1d_x.png,
Canon,Canon IXUS 230 HS,2011,12.10,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_ixus-230-hs/,images/cameras/canon_ixus_230_hs.png,
Canon,Canon PowerShot ELPH 300 HS,2011,12.10,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-elph-300-hs/,images/cameras/canon_powershot_elph_300_hs.png,
Canon,Canon PowerShot A3200 IS,2011,14.10,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-a3200-is/,images/cameras/canon_powershot_a3200.png,
Canon,Canon PowerShot SX220 HS,2011,12.10,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_sx220-hs/,images/cameras/canon_powershot_sx220_hs.png,
Canon,Canon PowerShot SX150 IS,2011,14.10,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-sx150-is/,images/cameras/canon_powershot_sx150_is.png,
Canon,Canon PowerShot ELPH 100 HS,2011,12.10,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-elph-100-hs/,images/cameras/canon_powershot_elph_100_hs.png,
Canon,Canon PowerShot SX40 HS,2011,12.10,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-sx40-hs/,images/cameras/canon_powershot_sx40hs.png,
Canon,Canon PowerShot A2200,2011,14.10,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-a2200/,images/cameras/canon_powershot_a2200.png,
Canon,Canon EOS Rebel T3i,2011,18.00,22.3 x 14.9 mm,specs/canon_eos-rebel-t3i/,images/cameras/canon_eos_rebel_t3i.png,
Canon,Canon PowerShot SX230 HS,2011,12.10,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-sx230-hs/,images/cameras/canon_powershot_sx230_hs.png,
Canon,Canon PowerShot S100,2011,12.10,"1/1.7"" (~ 7.53 x 5.64 mm)",specs/canon_powershot-s100/,images/cameras/canon_powershot_s100.png,
Canon,Canon PowerShot A1200,2011,12.10,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-a1200/,images/cameras/canon_powershot_a1200.png,
Canon,Canon EOS Rebel T3,2011,12.20,22.2 x 14.8 mm,specs/canon_eos-rebel-t3/,images/cameras/canon_eos_rebel_t3.png,
Canon,Canon PowerShot A800,2011,10.00,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-a800/,images/cameras/canon_powershot_a800.png,
Canon,Canon IXUS 1100 HS,2011,12.10,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_ixus-1100-hs/,images/cameras/canon_powershot_elph_510_hs.png,
Canon,Canon IXUS 130,2010,14.10,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_ixus-130/,images/cameras/canon_powershot_sd1400is.png,
Canon,Canon PowerShot SX30 IS,2010,14.10,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-sx30-is/,images/cameras/canon_powershot_sx30_is.png,
Canon,Canon PowerShot A3000 IS,2010,10.00,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-a3000-is/,images/cameras/canon_powershot_a3000_is.png,
Canon,Canon EOS 60D,2010,18.00,22.3 x 14.9 mm,specs/canon_eos-60d/,images/cameras/canon_eos_60d.png,
Canon,Canon IXUS 105,2010,12.10,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_ixus-105/,images/cameras/canon_powershot_sd1300is.png,
Canon,Canon PowerShot G12,2010,10.00,"1/1.7"" (~ 7.53 x 5.64 mm)",specs/canon_powershot-g12/,images/cameras/canon_powershot_g12.png,
Canon,Canon PowerShot A3100 IS,2010,12.10,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-a3100-is/,images/cameras/canon_powershot_a3100_is.png,
Canon,Canon PowerShot SD4000 IS,2010,10.00,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-sd4000-is/,images/cameras/canon_powershot_sd4000_is.png,
Canon,Canon EOS Rebel T2i,2010,18.00,22.3 x 14.9 mm,specs/canon_eos-rebel-t2i/,images/cameras/canon_eos_rebel_t2i.png,
Canon,Canon PowerShot SD4500 IS,2010,10.00,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-sd4500-is/,images/cameras/canon_ixus_1000_hs.png,
Canon,Canon PowerShot SX210 IS,2010,14.50,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-sx210-is/,images/cameras/canon_powershot_sx210is.png,
Canon,Canon PowerShot A490,2010,10.00,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-a490/,images/cameras/canon_a490.png,
Canon,Canon PowerShot SX130 IS,2010,12.00,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-sx130-is/,images/cameras/canon_powershot_sx130_is.png,
Canon,Canon IXUS 210,2010,14.10,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_ixus-210/,images/cameras/canon_ixus_210.png,
Canon,Canon PowerShot A495,2010,10.00,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-a495/,images/cameras/canon_a495.png,
Canon,Canon PowerShot S95,2010,10.00,"1/1.7"" (~ 7.53 x 5.64 mm)",specs/canon_powershot-s95/,images/cameras/canon_powershot_s95.png,
Canon,Canon PowerShot SD940 IS,2009,12.10,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-sd940-is/,images/cameras/canon_sd940.png,
Canon,Canon Digital IXUS 990 IS,2009,12.10,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_digital-ixus-990-is/,images/cameras/canon_sd970.png,
Canon,Canon PowerShot A2100 IS,2009,12.10,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-a2100-is/,images/cameras/canon_powershot_a2100is.png,
Canon,Canon PowerShot SX20 IS,2009,12.10,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-sx20-is/,images/cameras/canon_powershot_sx20is.png,
Canon,Canon Digital IXUS 110 IS,2009,12.10,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_digital-ixus-110-is/,images/cameras/canon_sd960.png,
Canon,Canon PowerShot A1100 IS,2009,12.10,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-a1100-is/,images/cameras/canon_powershot_a1100is.png,
Canon,Canon PowerShot SX120 IS,2009,10.00,"1/2.5"" (~ 5.75 x 4.32 mm)",specs/canon_powershot-sx120-is/,images/cameras/canon_powershot_sx120is.png,
Canon,Canon Digital IXUS 100 IS,2009,12.10,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_digital-ixus-100-is/,images/cameras/canon_ixus_100_is.png,
Canon,Canon EOS-1D Mark IV,2009,16.10,27.9 x 18.6 mm,specs/canon_eos-1d-mark-iv/,images/cameras/canon_eos_1d_mark_4.png,
Canon,Canon PowerShot A480,2009,10.00,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-a480/,images/cameras/canon_a480.png,
Canon,Canon PowerShot S90,2009,10.00,"1/1.7"" (~ 7.53 x 5.64 mm)",specs/canon_powershot-s90/,images/cameras/canon_powershot_s90.png,
Canon,Canon EOS 500D,2009,15.10,22.3 x 14.9 mm,specs/canon_eos-500d/,images/cameras/eos_500d.png,
Canon,Canon Digital IXUS 95 IS,2009,10.00,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_digital-ixus-95-is/,images/cameras/canon_ixus_95_is.png,
Canon,Canon EOS 7D,2009,18.00,22.3 x 14.9 mm,specs/canon_eos-7d/,images/cameras/canon_eos_7d.png,
Canon,Canon PowerShot G11,2009,10.00,"1/1.7"" (~ 7.53 x 5.64 mm)",specs/canon_powershot-g11/,images/cameras/canon_powershot_g11.png,
Canon,Canon PowerShot SX200 IS,2009,12.10,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-sx200-is/,images/cameras/canon_powershot_sx200is.png,
Canon,Canon PowerShot D10,2009,12.10,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-d10/,images/cameras/canon_d10.png,
Canon,Canon Digital IXUS 200 IS,2009,12.10,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_digital-ixus-200-is/,images/cameras/canon_sd980.png,
Canon,Canon EOS 450D,2008,12.40,22.2 x 14.8 mm,specs/canon_eos-450d/,images/cameras/canon_450d.png,
Canon,Canon Digital IXUS 980 IS,2008,14.70,"1/1.7"" (~ 7.53 x 5.64 mm)",specs/canon_digital-ixus-980-is/,images/cameras/canon_sd990.png,
Canon,Canon PowerShot E1,2008,10.00,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_powershot-e1/,images/cameras/canon_e1.png,
Canon,Canon Digital IXUS 85 IS,2008,10.00,"1/2.3"" (~ 6.16 x 4.62 mm)",specs/canon_digital-ixus-85-is/,images/cameras/canon_sd770.png,
